 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00  1.190  3.969  4.351  7.334  1.881  0.707 1.36E-5 1.26E-2 0.1991 0.1785  1.182 0.0000 0.5077  0.000 0.0000 0.0000  0.000  0.000  0.0000  M=  1.90                
 1.50373E+07  1.183  3.967  4.348  7.334  1.875  0.699 1.38E-5 1.19E-2 0.2111 0.3354  1.184 0.0000 0.5501  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.86266E+08  1.218  3.948  4.238  7.333  1.848  0.598 3.71E-5 6.68E-3 0.2021 0.6046  1.219 0.0000 0.5206  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 5.12060E+08  1.256  3.932  4.135  7.339  1.846  0.499 5.31E-5 4.46E-3 0.1889 0.6525  1.257 0.0000 0.4667  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 6.99182E+08  1.290  3.913  4.023  7.349  1.858  0.397 6.51E-5 3.10E-3 0.1696 0.6689  1.292 0.0000 0.4121  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 8.51943E+08  1.317  3.891  3.907  7.359  1.880  0.299 7.45E-5 2.25E-3 0.1494 0.6768  1.318 0.0000 0.3470  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 9.76676E+08  1.334  3.863  3.777  7.373  1.917  0.197 8.31E-5 1.67E-3 0.1276 0.6768  1.335 0.0000 0.2737  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.07839E+09  1.340  3.832  3.651  7.392  1.978  0.100 9.25E-5 1.29E-3 0.1064 0.6768  1.341 0.0000 0.2209  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.12151E+09  1.345  3.821  3.600  7.410  2.038  0.048 1.00E-4 1.13E-3 0.0945 0.6768  1.346 0.0000 0.1419  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.13541E+09  1.352  3.819  3.590  7.419  2.067  0.032 1.04E-4 1.09E-3 0.0918 0.6768  1.351 0.0000 0.1451  0.000 0.0000 0.0000  0.000  0.000  0.0000  Te-m    
 1.15200E+09  1.379  3.826  3.589  7.448  2.152  0.010 1.16E-4 1.02E-3 0.0864 0.6768  1.375 0.0000 0.2209  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.15810E+09  1.455  3.859  3.647  7.498  2.323  0.001 1.39E-4 9.92E-4 0.0749 0.6768  1.403 0.0000 0.3695  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.15867E+09  1.494  3.874  3.665  7.518  2.459  0.000 1.48E-4 9.89E-4 0.0499 0.6768  1.395 0.0000 0.4375  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.15884E+09  1.497  3.876  3.671  7.512  2.572  0.000 1.50E-4 9.88E-4 0.0131 0.6768  1.470 0.0000 0.4596  0.000 0.0000 0.0000  0.000  0.000  0.0000  Te-h    
 1.15902E+09  1.462  3.869  3.677  7.472  2.726  0.000 1.52E-4 9.88E-4 0.0000 0.6768  1.539 0.0000 0.4450  0.000 0.0000 0.0000  0.000  0.000  0.0000  Xc=0    
