 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00  0.987  3.927  4.338  7.310  1.917  0.706 1.24E-5 1.27E-2 0.1816 0.1733  0.980 0.0000 0.4944  0.000 0.0000 0.0000  0.000  0.000  0.0000  M=  1.70                
 1.83186E+07  0.984  3.926  4.333  7.311  1.914  0.698 1.23E-5 1.22E-2 0.1899 0.3583  0.985 0.0000 0.5332  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 3.91028E+08  1.025  3.914  4.243  7.319  1.913  0.597 2.75E-5 7.76E-3 0.1847 0.6394  1.027 0.0000 0.5206  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 7.03689E+08  1.061  3.898  4.144  7.326  1.913  0.498 4.37E-5 5.30E-3 0.1785 0.6768  1.062 0.0000 0.4807  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 9.62269E+08  1.093  3.879  4.038  7.336  1.925  0.399 5.65E-5 3.75E-3 0.1628 0.6920  1.094 0.0000 0.4300  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.17430E+09  1.118  3.857  3.922  7.347  1.948  0.298 6.74E-5 2.69E-3 0.1435 0.6993  1.120 0.0000 0.3804  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.34777E+09  1.133  3.833  3.813  7.360  1.985  0.199 7.66E-5 1.99E-3 0.1238 0.6993  1.134 0.0000 0.3129  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.48963E+09  1.138  3.813  3.727  7.379  2.047  0.099 8.66E-5 1.50E-3 0.1030 0.7065  1.139 0.0000 0.2459  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.54994E+09  1.142  3.805  3.695  7.396  2.103  0.050 9.39E-5 1.31E-3 0.0927 0.7065  1.143 0.0000 0.2279  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.56787E+09  1.147  3.804  3.685  7.405  2.132  0.034 9.77E-5 1.26E-3 0.0891 0.7065  1.147 0.0000 0.2279  0.000 0.0000 0.0000  0.000  0.000  0.0000  Te-m    
 1.59265E+09  1.177  3.808  3.671  7.435  2.221  0.010 1.10E-4 1.17E-3 0.0837 0.7065  1.173 0.0000 0.2459  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.60121E+09  1.254  3.829  3.676  7.484  2.392  0.001 1.31E-4 1.14E-3 0.0719 0.7065  1.204 0.0000 0.3912  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.60201E+09  1.294  3.840  3.682  7.503  2.530  0.000 1.40E-4 1.13E-3 0.0470 0.7065  1.200 0.0000 0.4596  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.60221E+09  1.298  3.842  3.686  7.499  2.625  0.000 1.42E-4 1.13E-3 0.0191 0.7065  1.254 0.0000 0.4667  0.000 0.0000 0.0000  0.000  0.000  0.0000  Te-h    
 1.60251E+09  1.263  3.836  3.696  7.455  2.799  0.000 1.44E-4 1.13E-3 0.0000 0.7065  1.336 0.0000 0.4523  0.000 0.0000 0.0000  0.000  0.000  0.0000  Xc=0    
 1.60309E+09  1.247  3.819  3.645  7.436  2.957  0.982 1.44E-4 1.13E-3 0.0000 0.7065  1.308 0.0055 0.4121  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.60466E+09  1.262  3.804  3.568  7.422  3.142  0.982 1.44E-4 1.13E-3 0.0000 0.7030  1.287 0.0168 0.3052  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.60891E+09  1.246  3.788  3.521  7.422  3.361  0.982 1.44E-4 1.13E-3 0.0000 0.7030  1.260 0.0353 0.2586  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.61370E+09  1.211  3.775  3.504  7.444  3.538  0.982 1.44E-4 1.13E-3 0.0000 0.7030  1.228 0.0525 0.2332  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.61771E+09  1.161  3.763  3.504  7.477  3.690  0.982 1.44E-4 1.13E-3 0.0000 0.7030  1.187 0.0658 0.2041  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.62068E+09  1.110  3.752  3.513  7.509  3.812  0.982 1.44E-4 1.13E-3 0.0000 0.7030  1.143 0.0737 0.1741  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.62352E+09  1.064  3.741  3.516  7.542  3.933  0.982 1.44E-4 1.13E-3 0.0000 0.6993  1.101 0.0809 0.1569  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.62639E+09  1.047  3.732  3.495  7.574  4.051  0.982 1.44E-4 1.13E-3 0.0000 0.6920  1.078 0.0859 0.1452  0.000 0.0000 0.0000  0.000  0.000  0.0000  Brg     
 1.63116E+09  1.096  3.720  3.400  7.617  4.226  0.982 1.44E-4 1.13E-3 0.0000 0.5077  1.109 0.0961 0.1349  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.63443E+09  1.159  3.715  3.318  7.640  4.331  0.982 1.44E-4 1.13E-3 0.0000 0.3750  1.165 0.1020 0.1323  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.63720E+09  1.219  3.712  3.243  7.657  4.411  0.982 1.44E-4 1.13E-3 0.0000 0.3091  1.221 0.1066 0.1310  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.64028E+09  1.289  3.708  3.159  7.674  4.493  0.982 1.44E-4 1.13E-3 0.0000 0.2508  1.289 0.1109 0.1310  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.64289E+09  1.350  3.705  3.087  7.687  4.558  0.982 1.44E-4 1.13E-3 0.0000 0.2201  1.349 0.1146 0.1316  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.64559E+09  1.414  3.702  3.011  7.699  4.621  0.982 1.44E-4 1.13E-3 0.0000 0.2006  1.412 0.1186 0.1323  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.64825E+09  1.476  3.699  2.935  7.710  4.681  0.982 1.44E-4 1.13E-3 0.0000 0.1868  1.474 0.1215 0.1336  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.65109E+09  1.541  3.696  2.858  7.721  4.741  0.982 1.44E-4 1.13E-3 0.0000 0.1759  1.537 0.1247 0.1353  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.65361E+09  1.602  3.692  2.783  7.731  4.793  0.982 1.44E-4 1.13E-3 0.0000 0.1700  1.598 0.1281 0.1372  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.65623E+09  1.665  3.689  2.707  7.741  4.847  0.982 1.44E-4 1.13E-3 0.0000 0.1668  1.662 0.1316 0.1395  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.65860E+09  1.726  3.686  2.634  7.749  4.894  0.982 1.44E-4 1.13E-3 0.0000 0.1646  1.722 0.1350 0.1419  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.66087E+09  1.786  3.683  2.560  7.758  4.940  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.783 0.1385 0.1444  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.66310E+09  1.847  3.679  2.485  7.766  4.984  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.844 0.1419 0.1472  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.66537E+09  1.907  3.675  2.409  7.775  5.029  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.905 0.1457 0.1503  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.66748E+09  1.966  3.672  2.336  7.784  5.072  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.962 0.1494 0.1535  0.000 0.0000 0.0000  0.000 -2.034  0.0000          
 1.67055E+09  2.015  3.669  2.274  7.797  5.135  0.982 1.44E-4 1.13E-3 0.0000 0.1635  2.010 0.1553 0.1586  0.000 0.0000 0.0000  0.000 -1.985  0.0000  L-M     
 1.67264E+09  1.954  3.673  2.353  7.805  5.178  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.946 0.1590 0.1618  0.000 0.0000 0.0000  0.000 -2.046  0.0000          
 1.67346E+09  1.888  3.677  2.435  7.808  5.194  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.879 0.1601 0.1628  0.000 0.0000 0.0000  0.000 -2.112  0.0000          
 1.67416E+09  1.823  3.681  2.518  7.810  5.206  0.982 1.44E-4 1.13E-3 0.0000 0.1635  1.813 0.1610 0.1635  0.000 0.0000 0.0000  0.000 -1.876  0.0000          
 1.67494E+09  1.758  3.685  2.597  7.811  5.219  0.982 1.44E-4 1.13E-3 0.0000 0.1637  1.748 0.1618 0.1641  0.000 0.0000 0.0000  0.000 -1.940  0.0000          
 1.67560E+09  1.716  3.688  2.650  7.811  5.229  0.982 1.44E-4 1.13E-3 0.0000 0.1643  1.707 0.1624 0.1646  0.000 0.0000 0.0000  0.000 -1.983  0.0000  L-m     
 1.67748E+09  1.778  3.684  2.575  7.809  5.253  0.982 1.44E-4 1.13E-3 0.0000 0.1652  1.775 0.1636 0.1653  0.000 0.0000 0.0000  0.000 -1.921  0.0000          
 1.68019E+09  1.839  3.681  2.499  7.804  5.284  0.982 1.44E-4 1.13E-3 0.0000 0.1666  1.837 0.1651 0.1667  0.000 0.0000 0.0000  0.000 -1.860  0.0000          
 1.68305E+09  1.898  3.677  2.424  7.798  5.316  0.982 1.44E-4 1.13E-3 0.0000 0.1683  1.896 0.1670 0.1685  0.000 0.0000 0.0000  0.000 -1.801  0.0000          
 1.68560E+09  1.958  3.673  2.350  7.792  5.343  0.982 1.44E-4 1.13E-3 0.0000 0.1701  1.957 0.1689 0.1702  0.000 0.0000 0.0000  0.000 -1.741  0.0000          
